,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,games_played,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,points_per_game,pp90,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,vapm,web_name,yellow_cards
287,0,0,31,,,0,,,0,0,0,0,2.1,315,107,,,0,2,0.2,0.7,0,Pascal,0.7,3,5,0,5.8,286,100,0,53.2,200,85,184,,,40,0,0,,0,,0.7,0.9782608695652174,0,0,Struijk,2.5,0,,a,10,2,2,305,104,2,148019,20262,104514,11187,0.2,0.5,-0.33333333333333337,Struijk,1
288,0,0,0,0,0,0,,,0,0,-1,1,0.0,454,185,,,0,3,0.0,0.0,0,Jordan,0.0,0,0,0,0.0,476,185,0,0.0,471,185,0,Joined Swindon Town on loan until the end of the season on 21/9. - Expected back 01 Jul,2020-09-23T08:30:15.575137Z,44,0,0,,0,,0.0,0.0,0,0,Stevens,0.7,0,,n,10,2,0,424,172,0,17237,137,75962,3623,0.0,0.0,0.0,Stevens,0
289,0,3,125,,,2,,,0,0,0,0,10.0,278,1,,,1,1,3.2,3.7,7,Illan,3.7,6,9,0,12.5,180,8,0,114.6,66,11,540,,,45,0,0,,0,,4.0,4.0,0,16,Meslier,4.1,0,,a,10,2,0,469,46,24,266679,43523,89563,7902,0.8,5.3,0.4444444444444444,Meslier,0
290,0,0,1,,,0,,,0,0,0,0,0.3,359,135,,,0,2,-0.2,0.3,0,Leif,0.3,1,0,0,0.0,422,157,0,0.0,418,158,13,,,40,0,0,,0,,1.0,6.923076923076923,0,0,Davis,1.4,0,,a,10,2,0,362,135,1,41801,5080,55247,5881,0.1,0.2,-0.25,Davis,0
291,0,0,0,,,0,,,-1,1,-1,1,0.0,371,142,,,0,2,-0.5,0.0,0,Oliver,0.0,0,0,0,0.0,393,142,0,0.0,389,143,0,,,39,0,0,,0,,0.0,0.0,0,0,Casey,1.3,0,,a,10,2,0,330,117,0,50669,41850,30707,5128,0.0,0.0,0.0,Casey,0
292,0,2,104,,,2,,,0,0,0,0,2.7,309,104,,,1,2,3.5,4.0,8,Robin,4.0,6,9,0,15.1,147,42,0,102.6,82,26,540,,,45,0,0,,0,,3.2,3.166666666666667,0,0,Koch,0.9,0,,a,10,2,45,128,28,19,38893,17010,24299,2190,0.9,4.2,0.25925925925925924,Koch,0
293,1,3,62,,,1,,,0,0,-2,2,82.0,57,4,,,0,4,4.5,5.0,5,Rodrigo,5.0,6,3,1,32.0,47,17,0,62.4,174,18,320,,,58,0,0,,0,,3.0,5.0625,0,0,Moreno,3.1,0,,a,10,2,175,26,17,18,118483,8502,454637,19505,0.9,3.1,0.1724137931034483,Rodrigo,0
294,0,0,0,,,0,,,0,0,0,0,0.0,401,19,,,0,1,-0.5,0.0,0,Elia,0.0,0,0,0,0.0,424,39,0,0.0,420,39,0,,,40,0,0,,0,,0.0,0.0,0,0,Caprile,0.3,0,,a,10,2,0,364,16,0,20058,1574,5582,1203,0.0,0.0,0.0,Caprile,0
295,0,0,0,0,0,0,,,-1,1,-1,1,0.0,457,188,,,0,3,0.0,0.0,0,Mateusz,0.0,0,0,0,0.0,479,188,0,0.0,475,188,0,Joined UD Logrones on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T23:00:19.642720Z,44,0,0,,0,,0.0,0.0,0,0,Bogusz,0.0,0,,n,10,2,0,427,175,0,2055,54,1731,181,0.0,0.0,0.0,Bogusz,0
296,0,0,0,0,0,0,,,-1,1,-1,1,0.0,440,180,,,0,2,0.0,0.0,0,Diego,0.0,0,0,0,0.0,463,181,0,0.0,458,181,0,Muscle injury - Unknown return date,2020-10-11T23:30:12.093957Z,44,0,0,,0,,0.0,0.0,0,0,Llorente,0.0,0,,i,10,2,0,408,164,0,2506,32,2244,320,0.0,0.0,0.0,Llorente,0
297,0,0,5,,,0,,,0,0,0,0,5.0,293,155,,,0,3,0.5,1.0,1,Raphael,1.0,2,0,0,1.5,366,166,0,0.4,385,175,15,,,55,0,0,,0,,1.0,12.0,0,0,Dias Belloli,0.0,0,,a,10,2,10,253,130,2,4417,525,1740,661,0.2,0.4,-0.18181818181818182,Raphinha,0
298,0,0,21,100,100,0,4,,0,0,-2,2,22.3,207,121,,,0,3,1.7,1.7,1,James,0.7,4,1,0,4.5,310,144,0,17.0,310,132,66,,2020-09-25T19:30:11.891509Z,53,0,0,1,0,,1.0,5.454545454545455,0,0,Milner,0.1,0,,a,11,14,6,288,149,4,2229,275,9745,587,0.1,0.8,-0.18867924528301888,Milner,0
299,0,0,0,0,0,0,,,0,0,-1,1,0.0,533,210,,,0,2,0.0,0.0,0,Konstantinos,0.0,0,0,0,0.0,547,210,0,0.0,543,210,0,Thigh injury - Unknown return date,2020-09-30T12:30:18.188585Z,49,0,0,,0,,0.0,0.0,0,0,Tsimikas,0.0,0,,i,11,14,0,522,203,0,495,13,2777,176,0.0,0.0,0.0,Tsimikas,0
300,0,0,58,,,1,,,-1,1,-2,2,64.9,90,62,,,0,3,2.7,2.7,2,Georginio,1.7,6,12,0,20.4,96,56,0,57.0,187,74,451,,,53,0,0,,0,,2.0,2.3946784922394677,0,0,Wijnaldum,1.3,0,,a,11,14,82,61,36,12,37376,2524,93729,7174,0.3,2.3,0.0,Wijnaldum,0
301,0,0,58,100,100,0,,,0,0,-1,1,71.4,78,55,3,,0,3,2.3,2.3,2,Jordan,1.3,4,5,0,17.7,121,65,0,57.2,186,73,290,,2020-09-20T18:30:17.718166Z,54,0,0,,0,,1.8,2.1724137931034484,0,0,Henderson,1.2,0,,a,11,14,48,117,65,7,24660,4389,137510,4582,0.2,1.3,-0.046296296296296294,Henderson,0
302,0,0,28,,,0,,,0,0,0,0,0.0,467,39,,,0,1,1.7,1.7,0,Adrián,0.7,2,9,0,4.2,319,21,0,42.2,225,21,180,,,45,0,0,,0,,1.0,1.0,0,7,San Miguel del Castillo,0.5,0,,a,11,14,0,439,36,2,41635,1510,30795,15021,0.2,0.4,-0.2222222222222222,Adrián,0
303,0,0,12,75,75,0,,,0,0,-1,1,0.8,345,126,,,0,2,1.0,1.0,0,Joel,0.3,2,2,0,3.0,330,119,0,12.6,323,128,91,Knock - 75% chance of playing,2020-10-20T22:30:18.741527Z,54,0,0,,0,,1.0,1.978021978021978,0,0,Matip,0.3,0,,d,11,14,17,227,71,2,11679,273,29752,3099,0.1,0.4,-0.18518518518518517,Matip,0
304,0,0,0,100,100,0,5,,0,0,-1,1,0.0,585,234,5,,0,3,1.0,1.0,0,Xherdan,0.0,0,0,0,0.0,587,235,0,0.0,585,235,0,,2020-10-07T10:30:13.130207Z,64,0,0,,0,,0.0,0.0,0,0,Shaqiri,0.1,0,,a,11,14,0,586,234,0,944,171,3016,205,0.0,0.0,0.0,Shaqiri,0
305,0,0,0,0,0,0,,,0,0,-1,1,0.0,586,235,,,0,3,0.0,0.0,0,Alex,0.0,0,0,0,0.0,588,236,0,0.0,586,236,0,Knee injury - Unknown return date,2020-08-21T14:30:10.835560Z,64,0,0,,0,,0.0,0.0,0,0,Oxlade-Chamberlain,0.0,0,,i,11,14,0,587,235,0,394,38,2497,94,0.0,0.0,0.0,Chamberlain,0
306,2,3,108,,,1,,,0,0,-2,2,123.6,28,2,,,0,4,6.3,6.3,9,Roberto,5.3,6,12,1,46.9,14,7,0,106.0,79,15,491,,,93,0,0,4,0,,4.0,4.3991853360488795,0,0,Firmino,2.6,0,,a,11,14,239,12,8,24,77165,8516,213206,11478,0.6,2.6,0.2150537634408602,Firmino,1
307,0,1,73,0,0,1,,,0,0,-1,1,4.8,295,94,,,0,2,0.0,0.0,0,Virgil,-0.3,5,11,1,15.3,141,39,0,82.4,125,45,370,Knee injury - Unknown return date,2020-10-17T15:00:18.628318Z,64,0,0,,0,,3.0,3.6486486486486487,0,0,van Dijk,10.5,0,,i,11,14,66,86,13,15,378487,430,1705813,258960,0.0,2.3,0.15625,van Dijk,1
308,2,4,124,100,100,1,,,0,0,0,0,137.3,26,20,,,1,3,5.7,5.7,8,Sadio,4.7,5,7,4,64.5,4,3,0,206.0,12,7,439,,2020-10-02T22:00:17.931191Z,120,0,0,3,0,,7.8,7.995444191343963,0,0,Mané,9.9,0,,a,11,14,300,7,2,39,667646,90063,904927,18675,0.4,3.2,0.48333333333333334,Mané,2
309,0,2,79,100,50,1,,,0,0,-1,1,0.0,579,64,,,1,1,1.7,0.8,2,Alisson,0.7,4,5,0,9.0,237,17,0,89.8,110,17,360,,2020-10-04T18:30:13.420898Z,59,0,0,,1,,4.8,4.75,0,6,Ramses Becker,7.4,0,,a,11,14,0,580,64,19,236642,18427,716110,18332,0.1,3.2,0.4661016949152542,Alisson,0
310,1,0,85,0,,1,,,0,0,0,0,33.5,162,99,4,,0,3,0.0,2.7,2,Fabio Henrique,1.7,6,12,0,13.4,170,85,0,89.8,108,41,482,Muscle injury - Unknown return date,2020-10-27T23:00:22.808680Z,55,0,0,,0,,2.3,2.6141078838174274,0,0,Tavares,1.3,0,,i,11,14,9,259,134,14,65772,5457,95730,18696,0.3,2.5,0.060606060606060635,Fabinho,1
311,1,4,177,,,1,6,,1,-1,4,-4,228.1,3,3,2,,1,3,8.3,8.3,2,Mohamed,7.3,6,14,6,96.0,1,1,1,274.4,3,2,540,,,124,0,0,2,0,,8.3,8.333333333333332,0,0,Salah,47.4,0,,a,11,14,458,1,1,50,1539213,68377,546436,76878,0.6,4.0,0.510752688172043,Salah,0
312,2,4,137,,,1,1,,0,0,1,-1,162.4,12,4,,,1,2,3.3,3.3,2,Andrew,2.3,6,14,1,43.0,19,1,0,152.6,28,7,540,,,71,0,0,,0,,4.5,4.5,0,0,Robertson,19.4,0,,a,11,14,114,42,1,27,859789,89379,448389,52709,0.3,3.8,0.35211267605633806,Robertson,0
313,0,0,0,,,0,,,0,0,-2,2,0.0,556,62,,,0,4,1.0,1.0,0,Divock,0.0,0,0,0,0.0,565,64,0,0.0,561,60,0,,,53,0,0,,0,,0.0,0.0,0,0,Origi,0.7,0,,a,11,14,0,552,64,0,14939,856,62563,3774,0.0,0.0,0.0,Origi,0
314,0,0,0,0,0,0,,,0,0,-3,3,0.0,552,222,,,0,3,0.0,0.0,0,Harry,0.0,0,0,0,0.0,561,222,0,0.0,557,222,0,Joined Cardiff City on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T21:30:11.702823Z,52,0,0,,0,,0.0,0.0,0,0,Wilson,0.0,0,,n,11,14,0,548,219,0,432,10,5442,262,0.0,0.0,0.0,Harry Wilson,0
315,0,0,12,,,0,,,0,0,-4,4,1.6,328,165,,,0,3,1.7,1.7,1,Takumi,0.7,4,3,0,3.8,323,148,0,7.2,350,158,57,,,61,0,0,,0,,1.0,6.315789473684211,0,0,Minamino,0.1,0,,a,11,14,30,178,95,4,2934,213,28206,793,0.1,0.7,-0.1639344262295082,Minamino,0
316,1,4,120,,,1,2,,-1,1,-1,1,191.8,7,2,1,,0,2,1.7,1.7,2,Trent,0.7,6,14,0,35.9,34,3,0,107.0,77,25,538,,,74,0,0,,0,,2.8,2.843866171003717,0,0,Alexander-Arnold,33.4,0,,a,11,14,61,93,14,17,363937,32843,1590340,189316,0.1,2.3,0.11261261261261263,Alexander-Arnold,1
317,0,0,73,100,100,0,,,0,0,-1,1,15.4,234,67,,,0,2,2.0,2.0,2,Joseph,1.0,5,12,0,10.3,212,73,0,87.8,112,38,409,,2020-09-20T18:30:17.764520Z,54,0,0,,0,,1.2,1.3202933985330074,0,0,Gomez,2.9,0,,a,11,14,0,561,211,6,92374,19373,226842,9670,0.2,1.1,-0.14814814814814814,Gomez,0
318,0,0,33,75,75,1,,,0,0,-2,2,25.8,187,111,,,0,3,1.0,1.0,0,Naby,0.3,4,7,0,13.6,166,83,0,17.6,308,130,243,Muscle injury - 75% chance of playing,2020-10-16T13:00:23.757258Z,53,0,0,,0,,1.8,2.5925925925925926,0,0,Keita,0.3,0,,d,11,14,92,52,30,7,13972,27,69500,3389,0.1,1.3,-0.04716981132075472,Keita,0
319,0,0,6,,,0,,,0,0,-1,1,14.6,240,138,,,0,3,1.3,1.3,0,Curtis,0.3,2,3,0,2.5,337,152,0,8.2,343,155,53,,,44,0,0,,0,,1.0,3.3962264150943393,0,0,Jones,0.5,0,,a,11,14,2,309,153,2,26906,3404,31395,3086,0.1,0.5,-0.22727272727272727,Jones,0
320,0,0,0,,,0,3,,0,0,0,0,0.0,394,152,,,0,2,1.0,1.0,0,Neco,0.0,0,0,0,0.0,416,152,0,0.0,412,153,0,,,40,0,0,,0,,0.0,0.0,0,0,Williams,3.2,0,,a,11,14,0,355,129,0,69976,6630,148262,10301,0.0,0.0,0.0,Williams,0
321,0,0,0,0,0,0,,,0,0,-1,1,0.0,455,186,,,0,3,0.0,0.0,0,Harvey,0.0,0,0,0,0.0,477,186,0,0.0,472,186,0,Joined Blackburn Rovers on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T21:30:11.725544Z,44,0,0,,0,,0.0,0.0,0,0,Elliott,0.1,0,,n,11,14,0,425,173,0,9863,114,13026,1306,0.0,0.0,0.0,Elliott,0
322,0,2,57,,,0,,,0,0,-2,2,36.0,151,92,,,0,3,5.0,5.0,9,Diogo,4.0,4,9,2,24.0,73,43,0,80.4,126,47,194,,,63,0,0,,0,,4.5,8.350515463917526,0,0,Jota,2.3,0,,a,11,14,124,38,20,18,152707,50546,239216,8652,0.6,2.9,0.39682539682539686,Jota,0
323,0,0,22,75,75,0,,,0,0,0,0,44.6,134,84,,,0,3,1.3,1.3,0,Thiago,0.7,2,2,0,7.7,259,118,0,20.2,298,123,135,Knock - 75% chance of playing,2020-09-28T21:00:20.374299Z,60,0,0,,0,,1.5,2.0,0,0,Alcántara do Nascimento,1.7,0,,d,11,14,12,240,121,3,296853,4649,248267,18496,0.1,0.5,-0.08333333333333333,Thiago,0
324,0,0,0,,,0,,,0,0,0,0,0.0,483,46,,,0,1,1.0,1.0,0,Caoimhin,0.0,0,0,0,0.0,500,61,0,0.0,496,61,0,,,45,0,0,,0,,0.0,0.0,0,0,Kelleher,0.0,0,,a,11,14,0,457,44,0,383,43,246,90,0.0,0.0,0.0,Kelleher,0
325,0,0,0,,,0,,,0,0,0,0,0.0,390,149,,,0,2,2.1,2.1,0,Nathaniel,0.0,0,0,0,0.0,412,149,0,0.0,408,150,0,,,40,0,0,,0,,0.0,0.0,0,0,Phillips,0.0,0,,a,11,14,0,351,126,0,923,923,156,156,0.0,0.0,0.0,Phillips,0
326,0,0,24,0,0,0,,,-1,1,-1,1,13.2,251,76,,,0,2,0.0,0.0,0,Fernando,0.7,4,2,0,7.7,258,88,0,33.4,261,105,154,Muscle injury - Expected back 05 Dec,2020-10-21T21:30:14.233293Z,54,0,0,,0,,1.2,2.922077922077922,0,0,Luiz Rosa,0.9,0,,i,12,43,30,176,46,5,38455,61,72509,17601,0.1,0.9,-0.13888888888888887,Fernandinho,0
327,0,0,0,0,0,0,,,0,0,0,0,0.0,460,36,,,0,1,0.0,0.0,0,Claudio,0.0,0,0,0,0.0,481,55,0,0.0,477,55,0,Contract expired,2020-08-18T13:59:17.226190Z,45,0,0,,0,,0.0,0.0,0,0,Bravo,0.0,0,,u,12,43,0,430,33,0,386,15,1361,75,0.0,0.0,0.0,Bravo,0
328,0,0,16,0,100,1,,,-1,1,-2,2,36.8,149,21,,,0,4,0.0,2.0,1,Sergio,1.0,2,1,0,5.8,287,38,0,4.0,361,40,109,Muscle injury - Expected back 21 Nov,2020-10-24T14:30:20.763977Z,103,0,0,2,0,,1.5,2.4770642201834865,0,0,Agüero,1.6,0,,i,12,43,18,220,40,3,192369,4455,363098,99853,0.1,0.3,-0.04854368932038835,Agüero,0
329,0,0,0,0,0,0,,,0,0,-1,1,0.0,525,206,,,0,2,0.0,0.0,0,Nicolás,0.0,0,0,0,0.0,539,206,0,0.0,535,206,0,Joined Benfica on a permanent deal on 29/9,2020-09-24T23:30:12.376512Z,49,0,0,,0,,0.0,0.0,0,0,Otamendi,0.3,0,,u,12,43,0,512,197,0,5295,18,40082,1434,0.0,0.0,0.0,Otamendi,0
330,0,1,76,,,1,,,0,0,0,0,62.5,94,19,,,0,2,4.7,4.7,2,Kyle,3.7,5,8,0,18.3,116,33,0,72.6,151,59,437,,,60,0,0,,0,,2.6,2.677345537757437,0,0,Walker,6.5,0,,a,12,43,48,119,24,13,222851,47196,181321,18955,0.6,2.2,0.10000000000000002,Walker,0
331,0,0,13,100,100,0,3,,0,0,-1,1,34.4,157,96,4,,0,3,2.0,2.0,2,Ilkay,1.0,2,1,0,5.7,289,132,0,12.4,324,141,115,,2020-09-21T10:30:18.211907Z,54,0,0,2,0,,1.5,2.3478260869565215,0,0,Gündogan,0.3,0,,a,12,43,10,251,129,3,14349,3063,32941,1261,0.2,0.6,-0.09259259259259259,Gündogan,0
332,1,3,73,100,50,0,1,,0,0,0,0,204.7,5,5,1,,0,3,2.0,1.0,1,Kevin,1.0,4,7,1,46.6,15,8,0,122.4,54,18,292,,2020-10-12T20:30:22.007151Z,115,0,0,1,0,,4.5,5.547945205479452,0,0,De Bruyne,15.6,0,,a,12,43,138,35,17,18,1698194,75733,2508966,74079,0.1,1.6,0.21739130434782608,De Bruyne,0
333,0,0,14,,,0,,,0,0,-1,1,0.3,363,137,,,0,2,1.0,1.0,0,John,0.0,1,1,0,2.1,348,127,0,20.2,297,121,90,,,49,0,0,,0,,2.0,2.0,0,0,Stones,0.4,0,,a,12,43,0,517,200,2,19859,785,28964,2987,0.0,0.4,0.0,Stones,0
334,0,0,23,0,0,0,,,-1,1,-1,1,26.2,186,51,,,0,2,0.0,0.0,0,Benjamin,0.3,3,7,0,5.1,300,104,0,16.6,311,124,250,Muscle injury - Expected back 21 Nov,2020-10-17T22:30:19.749260Z,59,0,0,,0,,0.7,0.72,0,0,Mendy,1.2,0,,i,12,43,10,255,81,2,22268,174,82014,11266,0.1,0.3,-0.22598870056497175,Mendy,2
335,1,2,64,,,1,2,,-1,1,-1,1,120.0,32,24,3,,1,3,3.3,3.3,2,Riyad,2.3,4,7,1,37.4,30,15,0,77.2,134,50,346,,,84,0,0,4,0,,4.8,4.942196531791907,0,0,Mahrez,3.4,0,,a,12,43,177,24,9,19,440398,15659,364454,54162,0.3,2.3,0.3273809523809524,Mahrez,0
336,1,5,63,100,100,1,,,0,0,1,-1,98.6,43,33,2,,0,3,8.3,8.3,2,Raheem,7.3,5,8,2,41.4,26,11,0,115.0,65,25,441,,2020-10-05T14:30:18.130093Z,116,0,0,6,0,,5.8,5.918367346938775,0,0,Sterling,7.3,0,,a,12,43,200,20,7,29,642555,38664,395466,55248,0.6,2.5,0.3275862068965517,Sterling,0
337,1,3,50,100,100,1,,,0,0,-1,1,64.7,91,18,,,0,2,5.3,5.3,5,João Pedro Cavaco,4.3,2,1,0,14.2,161,51,0,55.0,192,80,180,,2020-09-21T22:00:11.898705Z,54,0,0,,0,,6.5,6.499999999999999,0,0,Cancelo,1.1,0,,a,12,43,22,202,57,13,55092,31552,51902,3085,0.8,2.4,0.8333333333333333,Cancelo,1
338,0,0,76,,,1,,,0,0,0,0,0.0,582,65,,,0,1,5.3,5.3,2,Ederson,4.3,5,8,0,9.9,223,15,0,98.8,93,14,450,,,60,0,0,,0,,3.0,3.0,0,12,Santana de Moraes,5.9,0,,a,12,43,0,583,65,15,173087,11103,153801,19909,0.7,2.5,0.16666666666666666,Ederson,0
339,0,0,57,50,75,1,,,0,0,0,0,24.7,192,55,,,0,2,1.5,2.2,0,Nathan,2.0,4,6,1,10.8,200,68,0,64.4,168,70,289,Groin Injury - 50% chance of playing,2020-10-21T22:00:15.228173Z,55,0,0,,0,,3.2,4.048442906574395,0,0,Aké,6.0,0,,d,12,43,19,216,65,13,239344,1437,342829,76704,0.4,2.4,0.22727272727272727,Aké,2
340,0,0,9,100,50,0,,,0,0,0,0,0.7,348,129,,,0,2,1.7,0.8,0,Aymeric,0.7,1,1,0,1.8,358,129,0,10.8,332,129,90,,2020-10-17T22:30:19.767834Z,60,0,0,,0,,2.0,2.0,0,0,Laporte,2.6,0,,a,12,43,6,291,95,2,55538,8192,220211,11653,0.1,0.3,0.0,Laporte,0
341,0,0,26,100,100,1,4,,0,0,-1,1,24.7,193,113,,,0,3,3.0,3.0,2,Bernardo Mota,2.0,3,1,0,6.2,281,129,0,22.8,290,119,182,,2020-09-08T22:30:12.089513Z,74,0,0,,0,,2.0,2.967032967032967,0,0,Veiga de Carvalho e Silva,0.6,0,,a,12,43,14,237,119,6,29453,4621,48448,5920,0.3,0.8,0.0,Bernardo Silva,0
342,0,1,28,50,0,0,,,0,0,-2,2,13.8,247,32,,,0,4,0.5,0.0,0,Gabriel Fernando,0.0,1,1,1,10.6,204,27,0,47.0,216,21,90,Thigh injury - 50% chance of playing,2020-09-25T18:00:17.193627Z,93,0,0,5,0,,6.0,6.0,0,0,de Jesus,0.7,0,,d,12,43,45,132,33,6,121900,134,207897,3235,0.0,0.6,0.4301075268817204,Jesus,1
343,0,0,3,100,100,0,,,0,0,0,0,1.2,340,123,,,0,2,1.3,1.3,1,Oleksandr,0.3,1,0,0,0.2,387,138,0,0.4,384,140,12,,2020-10-01T01:00:15.242512Z,55,0,0,,0,,1.0,7.5,0,0,Zinchenko,0.2,0,,a,12,43,0,571,214,1,3815,799,20620,515,0.1,0.2,-0.18181818181818182,Zinchenko,0
344,1,2,81,,,1,5,,0,0,1,-1,62.8,93,64,,,0,3,5.7,5.7,6,Phil,4.7,5,5,2,32.1,46,25,0,101.8,83,30,376,,,66,0,0,,0,,5.0,5.98404255319149,0,0,Foden,9.2,0,,a,12,43,157,31,13,25,737357,117345,402484,28588,0.7,3.8,0.4545454545454546,Foden,0
345,0,0,0,,,0,,,-1,1,-1,1,0.0,447,181,,,0,3,1.0,1.0,0,Tommy,0.0,0,0,0,0.0,469,181,0,0.0,464,181,0,,,44,0,0,,0,,0.0,0.0,0,0,Doyle,0.1,0,,a,12,43,0,416,167,0,3289,754,4671,450,0.0,0.0,0.0,Doyle,0
346,0,0,69,,,1,,,0,0,-1,1,82.9,56,41,,,0,3,3.0,3.0,2,Rodrigo,2.0,5,8,0,17.4,122,66,0,72.0,153,58,450,,,54,0,0,,0,,1.8,1.8,0,0,Hernandez,0.5,0,,a,12,43,19,215,112,9,17217,1698,28350,2797,0.4,1.7,-0.03703703703703703,Rodrigo,2
347,1,0,15,,,0,,,0,0,-1,1,24.0,200,117,,,0,3,2.7,2.7,0,Ferran,1.7,3,3,0,8.2,250,111,0,17.6,309,131,99,,,69,0,0,,0,,2.3,6.363636363636363,0,0,Torres,0.8,0,,a,12,43,41,146,80,7,25498,4775,53200,4871,0.2,1.0,0.04830917874396137,Torres,0
348,0,0,33,100,100,0,,,0,0,-2,2,22.6,205,58,,,0,2,1.7,1.7,2,Eric,0.7,2,6,0,6.0,283,98,0,37.0,245,97,180,,2020-10-03T19:00:20.343624Z,48,0,0,,0,,1.0,1.0,0,0,Garcia,0.2,0,,a,12,43,1,324,113,2,7353,1483,14905,825,0.1,0.4,-0.20833333333333334,Garcia,0
349,0,0,0,100,100,0,,,0,0,0,0,0.0,493,199,,,0,3,1.0,1.0,0,Adrián,0.0,0,0,0,0.0,510,199,0,0.0,506,199,0,,2020-09-24T23:30:12.771005Z,45,0,0,,0,,0.0,0.0,0,0,Bernabé,0.0,0,,a,12,43,0,470,187,0,546,101,404,43,0.0,0.0,0.0,Bernabé,0
350,0,0,0,,,0,,,0,0,0,0,0.0,476,45,,,0,1,1.0,1.0,0,Zack,0.0,0,0,0,0.0,493,60,0,0.0,489,60,0,,,45,0,0,,0,,0.0,0.0,0,0,Steffen,0.0,0,,a,12,43,0,450,43,0,595,80,483,102,0.0,0.0,0.0,Steffen,0
351,0,0,0,,,0,,,-1,1,-1,1,0.3,361,48,,,0,4,1.0,1.0,0,Liam,0.0,1,4,0,0.2,386,50,0,0.0,473,49,39,,,44,0,0,,0,,1.0,2.3076923076923075,0,0,Delap,1.0,0,,a,12,43,4,296,49,1,117298,5889,72098,10770,0.0,0.2,-0.22727272727272727,Delap,0
352,0,0,0,,,0,,,0,0,0,0,0.0,491,197,,,0,3,1.0,1.0,0,Cole,0.0,0,0,0,0.0,508,197,0,0.0,504,197,0,,,45,0,0,,0,,0.0,0.0,0,0,Palmer,0.0,0,,a,12,43,0,467,185,0,691,78,406,88,0.0,0.0,0.0,Palmer,0
353,0,0,55,,,1,,,0,0,0,0,5.1,291,92,,,0,2,4.0,4.0,2,Rúben Santos,3.0,3,2,0,7.2,268,91,0,56.8,188,78,270,,,55,0,0,,0,,3.0,3.0,0,0,Gato Alves Dias,1.6,0,,a,12,43,10,252,80,9,119583,26204,19534,7039,0.5,1.6,0.18181818181818182,Dias,1
354,0,0,0,0,0,0,,,0,0,-1,1,0.0,521,51,,,0,1,0.0,0.0,0,Sergio,0.0,0,0,0,0.0,535,63,0,0.0,531,63,0,Not included in Manchester United's 25-man Premier League squad. - Unknown return date,2020-09-18T11:00:13.071653Z,49,0,0,,0,,0.0,0.0,0,0,Romero,0.1,0,,n,13,1,0,508,50,0,351,25,6716,245,0.0,0.0,0.0,Romero,0
355,1,0,34,,,0,2,,0,0,-1,1,85.4,54,39,4,,0,3,2.0,2.0,1,Juan,2.0,2,1,0,15.4,139,74,0,38.8,238,95,147,,,59,0,0,5,0,,3.0,3.6734693877551017,0,0,Mata,0.1,0,,a,13,1,30,177,94,6,4908,1025,7133,914,0.3,1.0,0.1694915254237288,Mata,0
356,0,0,73,,,1,,,-1,1,-1,1,0.0,559,59,,,0,1,2.7,2.7,6,David,2.7,5,12,0,9.9,222,14,0,98.2,95,15,450,,,54,0,0,,0,,2.2,2.2,0,12,de Gea,3.8,0,,a,13,1,0,556,59,11,75618,7022,134658,7950,0.5,2.0,0.03703703703703707,de Gea,0
357,0,0,0,0,0,0,,,0,0,-1,1,0.0,524,205,,,0,2,0.0,0.0,0,Chris,0.0,0,0,0,0.0,538,205,0,0.0,534,205,0,Joined Roma on a permanent deal on 5/10,2020-10-05T20:30:12.521425Z,49,0,0,,0,,0.0,0.0,0,0,Smalling,0.1,0,,u,13,1,0,511,196,0,1843,15,10713,527,0.0,0.0,0.0,Smalling,0
358,0,0,1,,,0,,,-1,1,-3,3,0.1,369,50,,,0,4,0.0,0.0,0,Odion,0.0,1,1,0,0.2,388,51,0,0.0,584,70,9,,,62,0,0,,0,,1.0,10.0,0,0,Ighalo,0.2,0,,a,13,1,2,320,51,1,5585,206,18124,1149,0.0,0.2,-0.16129032258064516,Ighalo,0
359,0,0,0,,,0,,,0,0,-1,1,0.0,526,207,,,0,2,0.0,0.0,0,Marcos,0.0,0,0,0,0.0,540,207,0,0.0,536,207,0,,,49,0,0,,0,,0.0,0.0,0,0,Rojo,0.1,0,,a,13,1,0,513,198,0,658,72,2954,244,0.0,0.0,0.0,Rojo,0
360,1,0,28,,,0,,,0,0,-1,1,17.5,220,129,,,0,3,0.7,0.7,0,Nemanja,0.7,3,6,0,5.5,295,136,0,28.4,272,110,136,,,49,0,0,,0,,2.0,3.9705882352941178,0,0,Matic,0.2,0,,a,13,1,9,257,132,6,9374,392,15938,1700,0.1,1.2,0.0,Matic,1
